City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
78,Karratha,AU,2022-02-04 15:20:14,-20.7377,116.8463,85.46,68,87,8.25
79,Qasigiannguit,GL,2022-02-04 15:20:14,68.8193,-51.1922,12.45,99,100,5.68
80,Cape Town,ZA,2022-02-04 15:18:18,-33.9258,18.4232,73.81,48,0,5.01
81,Moba,CN,2022-02-04 15:20:14,33.2288,105.0179,27.48,91,100,2.71
82,Port Elizabeth,ZA,2022-02-04 15:20:15,-33.918,25.5701,71.1,73,75,12.66
83,Pemberton,CA,2022-02-04 15:20:15,50.3164,-122.8027,31.86,98,100,6.71
84,Hobyo,SO,2022-02-04 15:20:15,5.3505,48.5268,77.85,65,8,17.74
85,Qurayyat,SA,2022-02-04 15:20:16,31.3318,37.3428,55.58,30,40,11.5
86,Fortuna,US,2022-02-04 15:20:16,40.5982,-124.1573,43.99,93,100,3.0
87,Ketchikan,US,2022-02-04 15:20:16,55.3422,-131.6461,45.07,93,75,16.11
88,Coquimbo,CL,2022-02-04 15:20:17,-29.9533,-71.3436,69.12,70,0,5.17
89,Esperance,AU,2022-02-04 15:20:17,-33.8667,121.9,66.63,72,0,16.64
90,Bayan,CN,2022-02-04 15:20:17,46.0833,127.4,-15.03,100,23,4.36
91,Namanga,KE,2022-02-04 15:20:17,-2.5433,36.7905,81.88,33,100,12.95
92,Kruisfontein,ZA,2022-02-04 15:20:18,-34.0033,24.7314,68.88,58,100,8.86
93,Hasaki,JP,2022-02-04 15:20:18,35.7333,140.8333,30.6,90,99,11.54
94,Mar Del Plata,AR,2022-02-04 15:16:27,-38.0023,-57.5575,75.22,93,75,10.0
95,Teteven,BG,2022-02-04 15:21:19,42.9167,24.2667,42.53,63,40,1.59
96,Thompson,CA,2022-02-04 15:21:19,55.7435,-97.8558,-30.84,75,0,9.22
97,Okato,NZ,2022-02-04 15:21:20,-39.2,173.8833,69.91,92,98,17.6
98,Hermanus,ZA,2022-02-04 15:21:20,-34.4187,19.2345,78.91,52,7,24.09
99,Castro,BR,2022-02-04 15:21:20,-24.7911,-50.0119,66.18,97,100,7.61
100,Longyearbyen,SJ,2022-02-04 15:21:20,78.2186,15.6401,19.24,68,20,17.27
101,Surt,LY,2022-02-04 15:21:21,31.2089,16.5887,59.32,61,0,5.39
102,Ulladulla,AU,2022-02-04 15:21:21,-35.35,150.4667,62.1,85,90,8.79
103,Ribeira Grande,PT,2022-02-04 15:21:21,38.5167,-28.7,63.0,77,40,18.41
104,Oriximina,BR,2022-02-04 15:21:22,-1.7656,-55.8661,74.68,91,100,4.43
105,Bethel,US,2022-02-04 15:21:22,41.3712,-73.414,38.5,91,100,1.01
106,Lompoc,US,2022-02-04 15:21:22,34.6391,-120.4579,51.51,82,0,8.05
107,Athabasca,CA,2022-02-04 15:21:23,54.7169,-113.2854,-3.59,97,100,10.83
108,Awbari,LY,2022-02-04 15:21:23,26.5921,12.7805,64.22,26,0,8.03
109,Todos Santos,MX,2022-02-04 15:21:23,23.45,-110.2167,60.12,68,0,6.98
110,Sao Joao Da Barra,BR,2022-02-04 15:21:24,-21.6403,-41.0511,86.09,81,100,8.75
111,Berlevag,NO,2022-02-04 15:21:24,70.8578,29.0864,13.95,73,40,6.91
112,Yokadouma,CM,2022-02-04 15:21:24,3.5167,15.05,95.11,12,73,5.53
113,Port Hawkesbury,CA,2022-02-04 15:21:25,45.6169,-61.3485,33.19,98,100,12.66
114,Dikson,RU,2022-02-04 15:18:18,73.5069,80.5464,-2.13,90,100,5.17
115,Hithadhoo,MV,2022-02-04 15:21:25,-0.6,73.0833,82.33,73,44,11.32
116,Vawkavysk,BY,2022-02-04 15:21:25,53.1561,24.4513,31.71,97,100,11.21
117,Rtishchevo,RU,2022-02-04 15:21:26,52.2604,43.7874,22.3,92,100,10.29
118,Szubin,PL,2022-02-04 15:21:26,53.0097,17.74,43.41,81,75,9.22
119,Sur,OM,2022-02-04 15:18:56,22.5667,59.5289,72.03,52,21,4.7
120,Baruun-Urt,MN,2022-02-04 15:21:26,46.6806,113.2792,-5.33,90,8,6.93
121,Ponta Do Sol,PT,2022-02-04 15:21:27,32.6667,-17.1,73.0,76,87,2.33
122,Arraial Do Cabo,BR,2022-02-04 15:21:27,-22.9661,-42.0278,85.96,78,40,17.27
123,Atenas De San Cristobal,HN,2022-02-04 15:21:27,15.6833,-87.3167,80.46,83,0,2.3
124,Mustasaari,FI,2022-02-04 15:21:27,63.1142,21.6822,30.15,86,100,20.71
125,Victoria,HK,2022-02-04 15:20:56,22.2855,114.1577,58.32,72,7,1.01
126,Muravlenko,RU,2022-02-04 15:21:28,63.7898,74.523,14.36,96,98,7.4
127,Yellowknife,CA,2022-02-04 15:17:30,62.456,-114.3525,-39.44,82,20,2.3
128,Sarangani,PH,2022-02-04 15:21:28,5.4033,125.4636,80.02,74,100,20.62
129,Miraflores,MX,2022-02-04 15:21:29,19.2167,-98.8083,60.03,41,0,3.44
130,Lavrentiya,RU,2022-02-04 15:21:29,65.5833,-171.0,1.17,53,0,18.48
131,Vardo,NO,2022-02-04 15:21:29,70.3705,31.1107,19.38,79,40,21.85
132,Sheridan,US,2022-02-04 15:21:29,44.8333,-106.9173,28.58,75,0,4.61
133,Flin Flon,CA,2022-02-04 15:21:30,54.7682,-101.865,-29.36,68,40,5.75
134,Malatya,TR,2022-02-04 15:21:30,38.5,38.0,33.85,87,75,5.75
135,Constitucion,CL,2022-02-04 15:21:30,-35.3333,-72.4167,68.79,66,10,7.56
136,Cerrito,CO,2022-02-04 15:21:31,6.8432,-72.694,56.59,67,84,2.08
137,Narsaq,GL,2022-02-04 15:21:31,60.9167,-46.05,12.42,63,97,25.86
138,Hermitage,US,2022-02-04 15:21:31,41.2334,-80.4487,22.32,88,100,1.99
139,Iracoubo,GF,2022-02-04 15:21:32,5.4802,-53.2011,78.76,89,85,10.83
140,Ahipara,NZ,2022-02-04 15:21:32,-35.1667,173.1667,71.28,87,95,14.74
141,Carnarvon,AU,2022-02-04 15:22:32,-24.8667,113.6333,82.58,61,8,15.66
142,Cap Malheureux,MU,2022-02-04 15:22:33,-19.9842,57.6142,80.47,83,100,8.99
143,Malakal,SS,2022-02-04 15:22:33,9.5334,31.6605,93.06,11,79,10.96
144,Cabo San Lucas,MX,2022-02-04 15:19:40,22.8909,-109.9124,65.52,67,20,3.44
145,East London,ZA,2022-02-04 15:22:33,-33.0153,27.9116,65.34,100,75,8.05
146,Laem Sing,TH,2022-02-04 15:22:34,12.4816,102.0738,83.14,80,22,3.44
147,Muroto,JP,2022-02-04 15:22:34,33.2833,134.15,43.2,53,0,15.79
148,Shingu,JP,2022-02-04 15:22:34,33.7333,135.9833,41.92,58,3,13.47
149,Santa Cruz De Tenerife,ES,2022-02-04 15:22:34,28.4682,-16.2546,76.01,55,20,5.01
150,Kerema,PG,2022-02-04 15:22:35,-7.9631,145.7785,76.91,87,98,8.57
151,Pitimbu,BR,2022-02-04 15:22:35,-7.4706,-34.8086,88.39,59,49,11.92
152,Dali,CN,2022-02-04 15:22:35,25.7,100.1833,43.77,70,0,4.23
153,Cristalina,BR,2022-02-04 15:22:36,-16.7686,-47.6136,77.79,64,45,2.66
154,Morro Bay,US,2022-02-04 15:22:36,35.3658,-120.8499,47.34,68,21,5.91
155,Burriana,ES,2022-02-04 15:22:36,39.889,-0.085,68.95,60,100,5.5
156,Batocina,RS,2022-02-04 15:22:37,44.1536,21.0817,51.15,60,41,6.46
157,Lagoa,PT,2022-02-04 15:22:37,39.05,-27.9833,57.94,81,91,19.46
158,Upernavik,GL,2022-02-04 15:22:37,72.7868,-56.1549,5.88,96,100,3.58
159,Naze,JP,2022-02-04 15:22:37,28.3667,129.4833,52.54,59,96,17.29
160,Chapais,CA,2022-02-04 15:17:46,49.7834,-74.8492,-16.82,91,66,4.0
161,Aripuana,BR,2022-02-04 15:22:38,-9.1667,-60.6333,81.5,84,63,1.7
162,Nioro,GM,2022-02-04 15:18:08,13.35,-15.75,99.25,5,0,7.47
163,Codrington,AU,2022-02-04 15:22:38,-38.2667,141.9667,55.35,92,68,8.81
164,Lorengau,PG,2022-02-04 15:22:39,-2.0226,147.2712,80.62,75,76,6.85
165,Hazorasp,UZ,2022-02-04 15:22:39,41.3194,61.0742,39.04,47,46,14.27
166,Amboise,FR,2022-02-04 15:22:39,47.4125,0.9827,52.27,83,75,11.5
167,Korla,CN,2022-02-04 15:22:39,41.7597,86.1469,27.57,46,100,5.41
168,Chuy,UY,2022-02-04 15:22:40,-33.6971,-53.4616,79.72,72,32,6.26
169,Sao Filipe,CV,2022-02-04 15:22:40,14.8961,-24.4956,75.65,65,0,8.7
170,Aykhal,RU,2022-02-04 15:18:59,66.0,111.5,-24.81,100,80,3.47
171,Bocas Del Toro,PA,2022-02-04 15:22:40,9.3333,-82.25,88.07,69,22,6.26
172,Lahat,ID,2022-02-04 15:22:41,-3.8,103.5333,74.05,96,100,1.92
173,Egvekinot,RU,2022-02-04 15:22:41,66.3167,-179.1667,-2.04,63,0,16.2
174,Hambantota,LK,2022-02-04 15:22:41,6.1241,81.1185,77.79,76,33,5.7
175,Murdochville,CA,2022-02-04 15:22:42,48.9583,-65.5006,4.08,90,100,7.94
176,Hervey Bay,AU,2022-02-04 15:22:42,-25.2986,152.8535,71.04,80,100,10.0
177,Port Lincoln,AU,2022-02-04 15:22:42,-34.7333,135.8667,63.28,78,40,16.44
178,Hami,CN,2022-02-04 15:22:43,42.8,93.45,25.29,34,84,4.41
179,Broken Hill,AU,2022-02-04 15:22:43,-31.95,141.4333,69.13,29,100,12.57
180,Laguna,US,2022-02-04 15:22:43,38.421,-121.4238,47.77,93,0,0.0
181,Turbat,PK,2022-02-04 15:22:43,26.0023,63.044,72.28,15,0,3.85
182,Anadyr,RU,2022-02-04 15:22:44,64.75,177.4833,-6.92,73,0,9.95
183,San Isidro,PE,2022-02-04 15:22:44,-12.1167,-77.05,76.5,73,0,1.01
184,Georgetown,MY,2022-02-04 15:21:37,5.4112,100.3354,79.9,93,40,2.3
185,Martapura,ID,2022-02-04 15:22:44,-3.4167,114.85,75.29,100,75,3.44
186,Ahuimanu,US,2022-02-04 15:22:45,21.4447,-157.8378,68.45,86,0,3.44
187,Fairbanks,US,2022-02-04 15:20:37,64.8378,-147.7164,1.24,68,100,3.44
188,Zhenhai,CN,2022-02-04 15:23:45,24.2582,118.0905,52.09,82,99,20.27
189,Poshekhonye,RU,2022-02-04 15:23:45,58.4993,39.1353,7.48,100,79,4.27
190,Young,UY,2022-02-04 15:23:46,-32.6833,-57.6333,83.23,43,9,6.42
191,Margate,GB,2022-02-04 15:23:46,51.3813,1.3862,46.96,75,60,22.32
192,Coihaique,CL,2022-02-04 15:19:02,-45.5752,-72.0662,63.21,55,20,6.91
193,Comodoro Rivadavia,AR,2022-02-04 15:23:46,-45.8667,-67.5,57.06,67,40,14.97
194,Dakar,SN,2022-02-04 15:23:01,14.6937,-17.4441,94.08,35,0,4.61
195,Turayf,SA,2022-02-04 15:23:46,31.6725,38.6637,50.25,57,40,13.8
196,Snasa,NO,2022-02-04 15:23:47,64.2457,12.3778,31.41,95,100,4.23
197,Los Llanos De Aridane,ES,2022-02-04 15:23:47,28.6585,-17.9182,67.75,66,20,4.0
198,Saskylakh,RU,2022-02-04 15:23:47,71.9167,114.0833,-8.48,99,100,4.12
199,Borogontsy,RU,2022-02-04 15:23:48,62.6683,131.1683,-33.84,100,100,0.56
200,Matara,LK,2022-02-04 15:23:48,5.9485,80.5353,75.61,76,57,2.57
201,Pevek,RU,2022-02-04 15:23:48,69.7008,170.3133,-23.19,100,95,4.12
202,Leningradskiy,RU,2022-02-04 15:23:49,69.3833,178.4167,-17.21,88,3,5.41
203,Carbonia,IT,2022-02-04 15:23:49,39.1672,8.5222,68.65,60,5,7.09
204,Lubao,PH,2022-02-04 15:23:49,14.9167,120.55,80.15,77,54,6.06
205,Kiruna,SE,2022-02-04 15:20:10,67.8557,20.2251,2.32,85,100,3.44
206,Tuktoyaktuk,CA,2022-02-04 15:23:49,69.4541,-133.0374,-25.6,68,20,8.05
207,Soma,TR,2022-02-04 15:20:09,39.1855,27.6094,42.98,65,56,9.04
208,Touros,BR,2022-02-04 15:23:50,-5.1989,-35.4608,88.7,55,78,16.96
209,Avila,ES,2022-02-04 15:23:50,40.5833,-5.0,47.64,48,100,7.25
210,Dingle,PH,2022-02-04 15:23:50,10.9995,122.6711,73.72,93,100,12.3
211,Port Blair,IN,2022-02-04 15:23:51,11.6667,92.75,78.84,83,40,2.3
212,Gat,IL,2022-02-04 15:23:00,31.61,34.7642,54.28,100,82,9.48
213,Alekseyevsk,RU,2022-02-04 15:23:51,57.8406,108.3492,13.1,94,100,9.82
214,Juneau,US,2022-02-04 15:23:51,58.3019,-134.4197,35.1,94,100,12.66
215,Green River,US,2022-02-04 15:23:51,41.5286,-109.4662,19.15,74,3,3.38
216,Lakselv,NO,2022-02-04 15:23:52,70.0513,24.9718,12.74,79,100,25.32
217,Tomigusuku,JP,2022-02-04 15:23:52,26.185,127.675,60.57,72,75,16.11
218,Kavieng,PG,2022-02-04 15:23:52,-2.5744,150.7967,82.65,69,100,9.75
219,Bilibino,RU,2022-02-04 15:23:52,68.0546,166.4372,-9.58,78,0,4.99
220,Chokurdakh,RU,2022-02-04 15:23:53,70.6333,147.9167,-30.19,100,48,1.63
221,Kloulklubed,PW,2022-02-04 15:23:53,7.0419,134.2556,81.1,81,18,15.39
222,Simpang,ID,2022-02-04 15:23:53,-1.2667,104.0833,75.34,89,11,1.36
223,Port Keats,AU,2022-02-04 15:23:54,-14.25,129.55,80.58,83,99,5.28
224,Porto Novo,BJ,2022-02-04 15:23:54,6.4965,2.6036,88.99,49,5,11.79
225,Tanabe,JP,2022-02-04 15:23:54,33.7333,135.3667,41.94,44,10,7.0
226,Kurilsk,RU,2022-02-04 15:23:55,45.2333,147.8833,23.05,82,100,12.5
227,Comarapa,BO,2022-02-04 15:23:55,-17.9,-64.4833,61.84,88,100,4.38
228,Tigre,AR,2022-02-04 15:23:55,-34.426,-58.5796,82.2,60,40,4.61
229,Olafsvik,IS,2022-02-04 15:23:56,64.8945,-23.7142,29.07,67,62,8.28
230,Vanavara,RU,2022-02-04 15:23:56,60.34,102.2797,2.84,99,93,4.59
231,Kahului,US,2022-02-04 15:23:56,20.8947,-156.47,67.84,81,0,3.44
232,Khorixas,NA,2022-02-04 15:23:56,-20.3667,14.9667,80.76,45,81,9.51
233,Grindavik,IS,2022-02-04 15:23:57,63.8424,-22.4338,30.15,69,75,3.44
234,Saldanha,ZA,2022-02-04 15:23:57,-33.0117,17.9442,77.05,63,0,26.62
235,Zhangye,CN,2022-02-04 15:23:57,38.9342,100.4517,20.62,32,100,3.4
236,Puerto Suarez,BO,2022-02-04 15:23:58,-18.95,-57.8,88.36,70,75,11.5
237,Guerrero Negro,MX,2022-02-04 15:24:58,27.9769,-114.0611,51.03,41,0,2.46
238,Manicore,BR,2022-02-04 15:24:58,-5.8092,-61.3003,81.77,85,100,2.1
239,Hovd,MN,2022-02-04 15:24:59,48.0056,91.6419,-9.04,84,11,4.09
240,Dukat,RU,2022-02-04 15:24:59,62.55,155.55,-15.57,66,92,8.88
241,Salcininkai,LT,2022-02-04 15:24:59,54.3,25.3833,26.69,95,98,11.81
242,Vao,NC,2022-02-04 15:25:00,-22.6667,167.4833,80.04,85,97,15.1
243,Santa Cruz,BO,2022-02-04 15:25:00,-17.8,-63.1667,84.25,70,75,19.57
244,Ancud,CL,2022-02-04 15:25:00,-41.8697,-73.8203,63.43,76,88,2.13
245,Caranavi,BO,2022-02-04 15:25:00,-15.8167,-67.55,72.9,86,100,2.71
246,Rumonge,BI,2022-02-04 15:25:01,-3.9736,29.4386,76.24,79,100,6.33
247,Ishigaki,JP,2022-02-04 15:25:01,24.3448,124.1572,63.21,79,100,29.82
248,Tromso,NO,2022-02-04 15:25:01,69.6496,18.957,21.22,73,75,28.77
249,Auki,SB,2022-02-04 15:25:02,-8.7676,160.7034,77.41,87,100,4.5
250,Mpongwe,ZM,2022-02-04 15:25:02,-13.5091,28.155,67.59,87,100,6.64
251,Maldonado,UY,2022-02-04 15:25:02,-34.6667,-54.9167,76.39,70,75,11.52
252,Luklukan,PH,2022-02-04 15:25:03,14.3254,122.7124,75.18,90,99,12.35
253,Sola,VU,2022-02-04 15:25:03,-13.8833,167.55,81.43,80,100,26.15
254,Gasa,PS,2022-02-04 15:23:48,31.5,34.4667,55.38,63,93,9.98
255,Katobu,ID,2022-02-04 15:25:04,-4.9408,122.5276,75.7,91,82,2.95
256,Bodden Town,KY,2022-02-04 15:25:04,19.2833,-81.25,84.0,71,20,8.99
257,College,US,2022-02-04 15:25:04,64.8569,-147.8028,1.22,68,75,0.0
258,Loandjili,CG,2022-02-04 15:25:05,-4.7561,11.8578,86.11,62,20,10.36
259,Preobrazheniye,RU,2022-02-04 15:25:05,42.9019,133.9064,9.97,59,77,8.93
260,Svarstad,NO,2022-02-04 15:25:06,59.399,9.9698,39.36,48,100,3.0
261,Wewak,PG,2022-02-04 15:25:06,-3.5534,143.6268,80.02,83,93,12.55
262,Burnie,AU,2022-02-04 15:25:06,-41.0667,145.9167,58.95,84,61,3.29
263,Emerald,AU,2022-02-04 15:25:07,-23.5333,148.1667,75.34,57,23,10.36
264,Beringovskiy,RU,2022-02-04 15:25:07,63.05,179.3167,-7.91,87,100,16.55
265,Winslow,US,2022-02-04 15:25:07,35.0242,-110.6974,19.29,44,0,0.0
266,Bambanglipuro,ID,2022-02-04 15:25:08,-7.95,110.2833,77.83,87,93,4.34
267,Kununurra,AU,2022-02-04 15:25:08,-15.7667,128.7333,78.78,94,100,0.0
268,Coxim,BR,2022-02-04 15:24:46,-18.5067,-54.76,86.54,63,100,8.19
269,Moerai,PF,2022-02-04 15:25:08,-22.4333,-151.3333,78.08,79,40,18.01
270,Katsuura,JP,2022-02-04 15:25:08,35.1333,140.3,48.22,88,23,11.43
271,Kant,IN,2022-02-04 15:25:09,27.8,79.8,53.15,90,21,6.4
272,Tumwater,US,2022-02-04 15:25:09,47.0073,-122.9093,43.32,87,100,1.99
273,Juba,SS,2022-02-04 15:25:09,4.8517,31.5825,96.94,14,97,6.73
274,Kenai,US,2022-02-04 15:25:10,60.5544,-151.2583,20.03,95,100,0.0
275,Praia,CV,2022-02-04 15:22:16,14.9215,-23.5087,84.74,32,0,18.41
276,Katangli,RU,2022-02-04 15:25:10,51.7102,143.2326,4.8,93,100,16.67
277,Ojinaga,MX,2022-02-04 15:22:00,29.5667,-104.4167,27.57,63,0,4.61
278,Koshurnikovo,RU,2022-02-04 15:25:11,54.1667,93.3,-7.26,100,51,3.87
279,Tucuman,AR,2022-02-04 15:25:11,-26.8241,-65.2226,80.6,69,75,6.91
280,Mandera,KE,2022-02-04 15:26:11,3.9366,41.867,96.35,12,100,13.69
281,Isangel,VU,2022-02-04 15:26:12,-19.55,169.2667,78.58,88,100,12.39
282,Arkhipo-Osipovka,RU,2022-02-04 15:26:12,44.37,38.52,36.9,81,100,10.76
283,Resistencia,AR,2022-02-04 15:26:12,-27.4606,-58.9839,96.1,46,20,8.05
284,Skelleftea,SE,2022-02-04 15:26:13,64.7507,20.9528,28.0,69,100,5.99
285,Banff,CA,2022-02-04 15:26:13,51.1762,-115.5698,31.23,79,100,10.36
286,Pangody,RU,2022-02-04 15:26:14,65.85,74.4859,9.82,97,100,3.4
287,Bantou,CN,2022-02-04 15:26:14,26.2151,117.4893,44.92,92,100,2.75
288,Den Helder,NL,2022-02-04 15:26:14,52.9599,4.7593,40.06,88,75,14.0
289,Labuhan,ID,2022-02-04 15:26:14,-6.8844,112.2051,78.01,88,100,6.53
290,Nikolayevsk-Na-Amure,RU,2022-02-04 15:26:15,53.1406,140.73,0.57,98,99,4.99
291,Namatanai,PG,2022-02-04 15:26:15,-3.6667,152.4333,79.75,80,100,7.4
292,Saint-Augustin,CA,2022-02-04 15:26:15,51.226,-58.6502,-4.25,72,100,9.13
293,Sembakung,ID,2022-02-04 15:26:16,3.8167,117.25,78.73,96,64,1.01
294,Yatou,CN,2022-02-04 15:26:16,37.15,122.3833,25.59,56,89,9.86
295,Hirara,JP,2022-02-04 15:26:16,24.8,125.2833,62.28,78,100,29.17
